,latitude,d_airport,longitude,id,icao_24bit,heading,altitude,ground_speed,squawk,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,flight_no,airline_iata,on_ground,vertical_speed,callsign,airline_icao
24,48.28,415.8603304670376,-4.78,347b4813,4CADA0,171,41000,462,,C56X,EJ-PRLN,1711213318,DUB,AGP,SON5,SO,0,0,SON005,SON
28,43.65,0.0,-1.07,347b2748,3CF571,207,40975,381,,C25B,D-CUGF,1711213317,PAD,AGP,,,0,0,ATL6U,ATL
31,52.97,0.0,3.67,347a69bc,400A99,285,40000,424,,B737,G-NEWG,1711213315,DWC,NCL,,,0,64,BRO922B,BRO
83,39.34,0.0,30.2,347b331f,4BB47A,333,39775,458,,A332,TC-MCZ,1711213316,TLV,IST,MB541,MB,0,-1024,MNB541,MNB
121,53.84,210.17528175327158,22.47,347b33ff,502D66,36,39000,502,,E35L,YL-DAN,1711213317,VCE,RIX,,,0,0,UAG65D,UAG
136,47.6,0.0,-9.49,347b2104,4CC546,359,39000,373,,A21N,TF-PLB,1711213317,AGP,KEF,,,0,0,FPY43M,FPY
166,34.5,0.0,26.85,347b1bc8,501C1C,143,38975,477,,A320,9A-BTK,1711213316,LJU,HRG,C3175,C3,0,64,TDR175,TDR
179,50.29,0.0,5.77,347b04b7,46D1F9,301,38025,368,,C650,SX-TOY,1711213314,ATH,BQH,LLK601,LL,0,0,LLK601,LLK
191,50.19,0.0,10.82,347b5db1,49D357,262,38025,415,,A320,OK-HEU,1711213316,PRG,CDG,OK766,OK,0,-128,CSA4CZ,CSA
192,37.48,0.0,46.04,347aed06,3CCD4B,326,38025,429,,LJ60,D-CFAX,1711213317,DWC,TZX,IFA1065,IF,0,-64,IFA1065,IFA
201,49.86,1008.9585579795599,14.1,347b2d49,508405,281,38000,434,,B738,UR-SQC,1711213318,RMO,CDG,5F901,5F,0,0,FIA901,SQP
205,50.9,0.0,14.75,347b3a2d,4B0294,241,38000,415,,E295,HB-AZK,1711213315,VNO,ZRH,LX1341,LX,0,64,SWR1341,OAW
222,40.24,974.6751985137806,34.67,347b0f68,730601,279,38000,466,,A343,EP-APA,1711213311,IKA,IST,EP512,EP,0,-64,IRC512,IRC
288,41.0,0.0,17.76,3479fe60,71C216,277,38000,438,,B77W,HL8216,1711213317,ICN,FCO,KE931,KE,0,0,KAL931,KAL
320,39.76,654.6259669876068,-3.33,347b124c,511170,29,38000,504,,A20N,ES-MBA,1711213315,TFS,MUC,DI6585,DI,0,0,MBU6585,MBU
324,34.35,0.0,-3.56,347a91e0,710D87,249,38000,423,,A333,HZ-NE23,1711213318,JED,CMN,XY663,XY,0,0,KNE663,KNE
330,48.61,371.4887329238774,13.53,347b1ed0,4B8467,295,38000,467,,B744,TC-ACG,1711213316,IST,CDG,TK6307,TK,0,0,THY6307,RUN
335,56.71,0.0,9.99,347b1900,440028,197,38000,357,,C55B,OE-GPS,1711213316,TOS,DUS,,,0,0,TYW848S,TYW
343,56.16,0.0,17.94,347a3160,7810C6,250,38000,440,,A332,B-8776,1711213311,CKG,LHR,GS7965,GS,0,0,GCR7965,GCR
429,46.22,0.0,23.75,347b24fc,600B22,123,37000,486,,B744,4K-BCH,1711213317,LGG,GYD,7L752,7L,0,0,AZG752,AZG
486,50.38,0.0,15.84,347b2506,4A29F9,118,37000,480,,A320,YR-JOY,1711213316,DUB,IAS,H4244,H4,0,0,HYS244,HYM
507,37.92,0.0,2.36,347b34e2,39C5CA,195,37000,429,,A333,F-HROK,1711213316,ORY,ABJ,SS984,SS,0,0,CRL984,CRL
535,55.64,0.0,49.02,347b0083,78147A,102,37000,520,,A333,B-300U,1711213315,SVO,PKX,CZ342,CZ,0,0,CSN342,CSN
576,63.34,0.0,38.42,347ab547,78131E,81,37000,508,,A332,B-1043,1711213316,LIS,HGH,JD622,JD,0,0,CBJ622,CBJ
611,51.35,0.0,12.65,347b3e90,3C6647,74,37000,491,,E35L,D-AIRG,1711213316,FAB,WAW,H5724,H5,0,256,VJH724,VJT
626,42.22,0.0,14.95,347b3990,060040,137,37000,492,,A359,3B-NCE,1711213315,CDG,MRU,MK15,MK,0,64,MAU15,MAU
634,39.25,0.0,17.44,347b1464,4D2475,120,37000,476,,B738,9H-KAR,1711213318,FCO,TLV,BZ131,BZ,0,0,BBG131,BBG
639,54.76,0.0,23.21,347acd91,503D74,10,37000,482,,A320,LY-PNG,1711213318,HRG,TLL,MYX586,MY,0,0,MYX586,HST
648,60.37,0.0,38.53,347b52c3,151FB3,10,37000,460,,B737,RA-73651,1711213319,SVO,ARH,5N118,5N,0,64,AUL118,AUL
671,41.13,0.0,39.29,347ad9ce,682308,108,36975,482,,A320,JU-1410,1711213316,CDG,EVN,OE928,OE,0,0,FOE928,FIA
672,56.01,0.0,38.68,347b0bb6,4CAA15,86,36975,554,,B789,EI-MGL,1711213316,FRA,UBN,OM138,OM,0,0,MGL138,MGL
721,44.86,0.0,3.81,347af587,501C15,60,36025,502,,A320,9A-IRM,1711213316,FUE,KSF,SR3263,SR,0,64,SDR36GQ,BER
735,56.63,0.0,36.7,347ae904,7810C4,275,36025,368,,B763,B-1589,1711213317,KGF,LGG,O37429,O3,0,0,CSS7429,CSS
746,46.45,0.0,15.84,347b5435,4520FB,325,36000,431,,B734,LZ-GPA,1711213314,PRN,DUS,IV822,IV,0,64,GPX822,GPX
771,58.16,0.0,22.17,347a113c,781284,244,36000,438,,A333,B-1017,1711213317,SZX,LHR,ZH9067,ZH,0,0,CSZ9067,CSZ
785,45.13,0.0,24.18,347a26ec,780204,292,36000,459,,B77W,B-KPD,1711213316,HKG,LHR,CX253,CX,0,0,CPA253,CPA
792,53.66,0.0,39.62,347acaf3,51012D,303,36000,368,,B738,EW-544PA,1711213316,IST,MSQ,B2784,B2,0,0,BRU784,BRU
868,44.41,0.0,26.89,347ab59a,70C126,299,36000,446,,A21N,A4O-OXA,1711213318,MCT,MUC,OV995,OV,0,0,OMS995,OMS
895,52.4,0.0,19.81,347b5e90,477FF2,335,36000,456,,C17,08-0002,1711213318,RZE,,,,0,-64,BRK85,BRK
928,55.18,0.0,5.08,347b183b,490D81,214,36000,456,,CL60,CS-CLA,1711213317,KAO,FAB,,,0,0,NJE453F,NJE
929,53.42,0.0,3.0,347b49c3,C023C8,302,36000,461,,B789,C-FNOH,1711213316,FRA,YYZ,AC843,AC,0,-64,ACA843,ACA
945,35.06,0.0,11.94,347b50b4,01802E,329,36000,398,,A320,5A-ONA,1711213316,MRA,TUN,8U490,8U,0,0,AAW490,AAW
992,47.94,0.0,10.37,347adde7,45AA53,42,35975,501,,A320,OY-JRS,1711213318,LPA,BER,SR3601,SR,0,64,SDR30MH,DTR
1015,42.31,0.0,-3.13,347b3c63,3475C9,359,35825,429,,A321,EC-OCT,1711213318,AGP,LGW,,,0,1088,TOM807P,PVG
1023,42.47,0.0,14.4,347b2a8b,5082E6,239,35350,391,,B739,UR-PSI,1711213316,RMO,FCO,5F297,5F,0,-1792,FIA297,WRC
1048,47.02,0.0,8.09,347b3c05,30095A,156,35000,458,,PC24,I-LRSL,1711213316,BQH,LIN,CPV714,CP,0,-64,CPV714,CPV
1075,38.31,0.0,29.02,347ac908,010256,148,35000,454,,A321,SU-TCM,1711213318,SVO,HRG,UJ402,UJ,0,64,LMU402,LMU
1118,47.24,0.0,51.82,347b34cb,600012,5,35000,426,,B735,EK-SHC,1711213317,EVN,,,,0,-64,,SHS
1123,44.45,0.0,15.15,347b353a,4B1942,124,35000,436,,A320,HB-JOS,1711213315,ZRH,PRN,GM602,GM,0,0,GSW2KP,GSW
1185,40.11,0.0,0.64,347b3193,347648,234,35000,398,,E295,EC-OEP,1711213317,FLR,LPA,NT3073,NT,0,64,IBB1ZF,IBB
1197,38.75,0.0,19.71,347b44a8,4CAAC1,128,35000,482,,B738,EI-GRJ,1711213314,BLQ,RMF,NO6588,NO,0,0,NOS6588,NOS
1199,43.29,0.0,21.11,347b1f18,452153,98,35000,469,,A320,LZ-FSD,1711213318,BCN,SOF,W64406,W6,0,0,WZZ785,USW
1232,52.84,0.0,49.49,347b4919,601828,130,35000,512,,B77W,EZ-A781,1711213311,DME,ASB,T5706,T5,0,0,TUA706,TUA
1244,38.87,0.0,38.88,347af22f,4BD189,120,35000,479,,B738,TC-TLI,1711213316,MUC,EBL,IA298,IA,0,0,IAW298,IAW
1255,52.45,0.0,-9.97,347b336d,398699,306,34975,336,,A21N,F-HBUZ,1711213315,ORY,EWR,B0300,B0,0,0,DJT300,DJT
1282,38.5,0.0,31.81,347b4f96,4B9E03,126,34950,456,,A321,TC-GPC,1711213316,SAW,ADA,TK7262,TK,0,64,THY7GU,BBT
1285,36.97,0.0,44.28,347adfc4,89409E,150,34950,424,,A21N,A9C-NA,1711213311,DME,BAH,GF15,GF,0,0,GFA015,GFA
1296,48.9,0.0,10.33,347b59d7,3009B3,133,34450,466,,E190,I-JENC,1711213314,FRA,GRZ,EN8064,EN,0,1024,DLA57F,DLA
1320,41.53,631.3796608849839,33.83,347ae599,4D0115,288,34025,508,,B744,LX-ECV,1711213318,DWC,LUX,CV7205,CV,0,0,CLX7XM,CLX
1325,46.57,0.0,14.56,347aa1ee,4A1A61,300,34025,458,,B744,YR-FSA,1711213318,SHJ,BHX,NJ3319,NJ,0,0,RCR3319,RCR
1331,44.65,0.0,-1.22,347b32ad,3C56A1,28,34025,470,,A321,D-AEUA,1711213317,CMN,FRA,LH8349,LH,0,0,GEC8349,GEC
1337,57.53,1120.4931212924819,-12.22,347b2425,AAF968,293,34000,370,,A333,N806NW,1711213316,CDG,ATL,DL85,DL,0,64,DAL85,DAL
1341,52.97,0.0,-14.42,347b207a,AAA326,275,34000,402,,B772,N785AN,1711213317,LHR,RDU,AA173,AA,0,0,AAL173,AAL
1343,42.09,0.0,18.08,347b2da7,4D2103,286,34000,405,,CRJ2,9H-JOY,1711213318,IST,PSA,,,0,-64,AXY134J,AXY
1349,49.04,1801.3525300875808,9.14,347b305b,3CF68E,326,34000,460,,LJ60,D-CURE,1711213316,SUF,CGN,,,0,-128,ADN64E,ADN
1371,33.96,0.0,37.53,347b4604,748028,291,34000,388,,A320,OD-MRO,1711213316,BGW,BEY,ME323,ME,0,0,MEA323,MEA
1384,40.22,0.0,32.44,347b4c3e,4B9E02,259,34000,468,,A321,TC-GPB,1711213316,RZV,SAW,TK7375,TK,0,0,THY8XR,FHY
1398,48.13,0.0,19.32,347abd28,3C4588,305,34000,468,,B77L,D-AALH,1711213318,BAH,LEJ,3S539,3S,0,-64,BOX539,BOX
1406,43.51,0.0,45.78,347aeb85,151E80,276,34000,438,,B739,RA-73344,1711213316,SCW,AER,EO460,EO,0,-64,KAR460,KAR
1413,51.45,0.0,-0.96,347b50e3,0C802E,261,34000,414,,A343,PZ-TCW,1711213317,AMS,PBM,PY993,PY,0,0,SLM993,SLM
1420,37.24,0.0,49.64,347b6136,731A28,341,34000,430,,A320,EP-FQH,1711213316,IKA,EVN,QB2251,QB,0,0,QSM2251,QSM
1421,37.69,0.0,44.68,347b0875,150694,297,34000,368,,CRJ2,RA-67220,1711213300,DWC,,RFE9005,RF,0,0,RFE9005,PLG
1432,41.88,0.0,33.85,347a1f0d,39B221,273,34000,484,,B77L,F-HMRB,1711213315,HKG,CDG,2C611,2C,0,0,CMA611,CMA
1477,44.9,0.0,4.76,347b3ad1,4C01EE,76,33950,506,,A320,YU-APO,1711213317,MAD,BEG,JU571,JU,0,64,ASL84M,ASL
1487,44.27,0.0,7.47,347b5996,096028,236,33675,400,,B38M,D4-CCJ,1711213318,BGY,SID,VR631,VR,0,768,TCV631,TCV
1493,36.02,0.0,1.22,347b67b4,0A007C,72,33300,503,,B738,7T-VCB,1711213316,ORN,ALG,SF1843,SF,0,1152,DTH1843,DTH
0,40.27,2920.5100199833505,44.77,347ade9a,4B17DD,79,45000,516,,GLF5,HB-JAZ,1711214216,GVA,ALA,PP550,PP,0,0,PJS550,PJS
2,44.37,0.0,8.21,347b33b9,3009C5,135,45000,494,,FA7X,I-FDIA,1711214217,FAB,CIA,SIO626,SI,0,0,SIO626,SIO
6,45.4,0.0,-2.75,347b17c4,A0E1E8,37,43000,496,,GLEX,N156QS,1711214218,CAT,CGN,,,0,0,N156QS,EJA
8,40.76,692.7346946193459,-3.17,347b2a2e,44A0C8,213,43000,394,,C56X,OO-HFH,1711214217,RTM,XRY,,,0,-64,OOHFH,BNJ
10,43.87,0.0,45.48,347b296b,142AFC,256,43000,444,,GLF4,RA-11044,1711214216,GOJ,,MMM9632,MM,0,-64,MMM9632,MMM
14,40.7,1009.2276360697258,-8.26,347b05d9,06A1D3,275,41575,493,,GLF6,A7-CGO,1711214218,MAD,NAS,QE248,QE,0,1216,QQE248,QQE
26,42.23,1614.6198907948633,-2.04,347b2748,3CF571,206,41000,376,,C25B,D-CUGF,1711214216,PAD,AGP,,,0,0,ATL6U,ATL
28,39.91,826.9759510387506,38.15,347af544,732541,111,41000,492,,A332,EP-IJA,1711214216,FRA,IKA,IR720,IR,0,-64,IRA720,IRA
30,46.36,0.0,-4.38,347b4813,4CADA0,172,41000,467,,C56X,EJ-PRLN,1711214217,DUB,AGP,SON5,SO,0,0,SON005,SON
32,33.92,0.0,-9.32,347b2a22,3CCBB6,218,41000,354,,C55B,D-CELI,1711214217,PNA,BER,,,0,0,EUL5R,EUL
37,46.73,0.0,46.82,347afa46,151F37,318,41000,474,,GLEX,RA-73527,1711214216,AZI,VKO,RSJ9627,RS,0,64,RSJ9627,RSJ
60,53.45,0.0,0.84,347a69bc,400A99,294,40000,424,,B737,G-NEWG,1711214218,DWC,NCL,,,0,64,BRO922B,BRO
90,49.14,0.0,-9.67,347b2104,4CC546,346,39025,375,,A21N,TF-PLB,1711214217,AGP,KEF,,,0,64,FPY43M,FPY
168,45.29,0.0,6.72,347b6516,44C9EB,347,38850,390,,C25C,OO-ROK,1711214217,CEQ,,,,0,576,AAB39R,AAB
203,49.43,0.0,10.81,347b1ed0,4B8467,297,38000,462,,B744,TC-ACG,1711214216,IST,CDG,TK6307,TK,0,64,THY6307,RUN
251,49.97,0.0,8.12,347b5db1,49D357,262,38000,422,,A320,OK-HEU,1711214216,PRG,CDG,OK766,OK,0,0,CSA4CZ,CSA
261,43.38,0.0,51.61,347b2484,140AC5,270,38000,406,,E35L,RA-02757,1711214217,TAS,,DXT9657,DX,0,0,DXT9657,DXT
262,50.07,0.0,11.36,347b2d49,508405,270,38000,428,,B738,UR-SQC,1711214217,RMO,CDG,5F901,5F,0,0,FIA901,SQP
291,55.3,0.0,9.26,347b1900,440028,196,38000,345,,C55B,OE-GPS,1711214216,TOS,DUS,,,0,0,TYW848S,TYW
292,50.05,0.0,12.36,347b3a2d,4B0294,240,38000,422,,E295,HB-AZK,1711214217,VNO,ZRH,LX1341,LX,0,128,SWR1341,OAW
296,36.2,0.0,1.79,347b34e2,39C5CA,194,38000,432,,A333,F-HROK,1711214215,ORY,ABJ,SS984,SS,0,0,CRL984,CRL
303,38.73,0.0,44.69,347aed06,3CCD4B,295,38000,394,,LJ60,D-CFAX,1711214217,DWC,TZX,IFA1065,IF,0,0,IFA1065,IFA
314,40.55,1005.5503072004507,32.18,347b0f68,730601,278,38000,487,,A343,EP-APA,1711214214,IKA,IST,EP512,EP,0,0,IRC512,IRC
318,55.5,0.0,14.87,347a3160,7810C6,247,38000,438,,A332,B-8776,1711214216,CKG,LHR,GS7965,GS,0,0,GCR7965,GCR
334,41.48,0.0,-1.88,347b124c,511170,38,37975,470,,A20N,ES-MBA,1711214218,TFS,MUC,DI6585,DI,0,0,MBU6585,MBU
368,62.75,0.0,-15.93,347b5c97,485D61,119,37025,467,,E145,PH-DWA,1711214216,KEF,LGG,AGR1943,AG,0,128,AGR1943,AGR
385,36.8,0.0,35.12,347b6ca7,4B990D,100,37025,498,,A320,TC-FHM,1711214214,GZP,IKA,FH941,FH,0,0,FHY941,FHY
431,38.38,0.0,19.64,347b1464,4D2475,110,37000,457,,B738,9H-KAR,1711214215,FCO,TLV,BZ131,BZ,0,0,BBG131,BBG
465,40.69,0.0,16.79,347b3990,060040,138,37000,505,,A359,3B-NCE,1711214218,CDG,MRU,MK15,MK,0,-64,MAU15,MAU
468,47.15,0.0,16.42,347b1fc7,448F2E,258,37000,380,,E550,OO-CYN,1711214216,BUD,INN,,,0,0,OOCYN,JNL
508,56.06,0.0,52.54,347b0083,78147A,86,37000,504,,A333,B-300U,1711214215,SVO,PKX,CZ342,CZ,0,64,CSN342,CSN
517,62.51,0.0,39.42,347b52c3,151FB3,6,37000,466,,B737,RA-73651,1711214216,SVO,ARH,5N118,5N,0,64,AUL118,AUL
528,56.13,0.0,42.78,347b0bb6,4CAA15,84,37000,550,,B789,EI-MGL,1711214214,FRA,UBN,OM138,OM,0,-64,MGL138,MGL
553,45.09,0.0,26.13,347b24fc,600B22,124,37000,480,,B744,4K-BCH,1711214216,LGG,GYD,7L752,7L,0,0,AZG752,AZG
612,51.87,0.0,15.84,347b3e90,3C6647,76,37000,494,,E35L,D-AIRG,1711214217,FAB,WAW,H5724,H5,0,64,VJH724,VJT
620,63.62,0.0,43.14,347ab547,78131E,84,37000,505,,A332,B-1043,1711214216,LIS,HGH,JD622,JD,0,0,CBJ622,CBJ
628,56.75,0.0,23.88,347acd91,503D74,10,36975,488,,A320,LY-PNG,1711214216,HRG,TLL,MYX586,MY,0,0,MYX586,HST
649,49.42,0.0,18.49,347b2506,4A29F9,120,36975,460,,A320,YR-JOY,1711214216,DUB,IAS,H4244,H4,0,0,HYS244,HYM
666,41.2,0.0,15.39,3479fe60,71C216,275,36475,436,,B77W,HL8216,1711214217,ICN,FCO,KE931,KE,0,-576,KAL931,KAL
680,56.69,0.0,35.11,347ae904,7810C4,269,36025,376,,B763,B-1589,1711214215,KGF,LGG,O37429,O3,0,0,CSS7429,CSS
712,45.27,0.0,24.58,347ab59a,70C126,295,36000,443,,A21N,A4O-OXA,1711214216,MCT,MUC,OV995,OV,0,0,OMS995,OMS
714,53.52,0.0,3.44,347b183b,490D81,207,36000,474,,CL60,CS-CLA,1711214217,KAO,FAB,,,0,0,NJE453F,NJE
735,41.83,2150.8167959176208,49.34,347b395e,683298,233,36000,394,,B738,UP-B3732,1711214217,AKX,IST,DV495,DV,0,64,VSV495,VSV
805,47.9,0.0,14.28,347b5435,4520FB,323,36000,422,,B734,LZ-GPA,1711214214,PRN,DUS,IV822,IV,0,0,GPX822,GPX
822,54.4,0.0,37.34,347acaf3,51012D,287,36000,370,,B738,EW-544PA,1711214214,IST,MSQ,B2784,B2,0,0,BRU784,BRU
847,54.09,0.0,18.49,347b5e90,477FF2,334,36000,451,,C17,08-0002,1711214218,RZE,,,,0,-64,BRK85,BRK
862,45.83,936.4577582353016,21.66,347a26ec,780204,290,36000,454,,B77W,B-KPD,1711214216,HKG,LHR,CX253,CX,0,0,CPA253,CPA
864,57.39,465.7581754387824,19.1,347a113c,781284,244,36000,433,,A333,B-1017,1711214218,SZX,LHR,ZH9067,ZH,0,0,CSZ9067,CSZ
882,46.06,0.0,6.19,347af587,501C15,46,36000,478,,A320,9A-IRM,1711214217,FUE,KSF,SR3263,SR,0,64,SDR36GQ,BER
889,44.1,544.0040265672068,-3.14,347b3c63,3475C9,10,36000,444,,A321,EC-OCT,1711214216,AGP,LGW,,,0,0,TOM807P,PVG
922,41.28,0.0,9.51,347b4a9b,4D22AB,328,35975,402,,A20N,9H-NED,1711214216,MLA,LHR,KM102,KM,0,0,AMC102,AMC
944,54.4,0.0,0.28,347b49c3,C023C8,298,35975,444,,B789,C-FNOH,1711214216,FRA,YYZ,AC843,AC,0,-64,ACA843,ACA
961,49.57,0.0,12.23,347adde7,45AA53,31,35950,486,,A320,OY-JRS,1711214217,LPA,BER,SR3601,SR,0,0,SDR30MH,DTR
997,43.39,0.0,17.23,347b353a,4B1942,125,35050,453,,A320,HB-JOS,1711214217,ZRH,PRN,GM602,GM,0,-64,GSW2KP,GSW
1041,50.77,0.0,51.57,347b4919,601828,177,35000,483,,B77W,EZ-A781,1711214214,DME,ASB,T5706,T5,0,0,TUA706,TUA
1050,56.43,0.0,40.96,347b6e37,151E2E,65,35000,498,,B737,RA-73262,1711214212,VKO,YKS,R3474,R3,0,0,SYL474,SYL
1088,37.94,723.2673587388241,41.12,347af22f,4BD189,117,35000,490,,B738,TC-TLI,1711214211,MUC,EBL,IA298,IA,0,0,IAW298,IAW
1118,36.69,0.0,30.28,347ac908,010256,145,35000,468,,A321,SU-TCM,1711214217,SVO,HRG,UJ402,UJ,0,64,LMU402,LMU
1119,39.15,0.0,-1.05,347b3193,347648,233,35000,385,,E295,EC-OEP,1711214216,FLR,LPA,NT3073,NT,0,0,IBB1ZF,IBB
1123,37.3,519.4669145360996,21.44,347b44a8,4CAAC1,137,35000,482,,B738,EI-GRJ,1711214214,BLQ,RMF,NO6588,NO,0,0,NOS6588,NOS
1130,44.68,0.0,1.82,347b6322,0101A7,124,35000,515,,A320,SU-BQK,1711214218,NTE,LXR,NP7156,NP,0,0,NIA7156,NIA
1133,47.37,0.0,17.35,347b6085,424502,110,35000,468,,B738,VQ-BHE,1711214215,MUC,DYU,SZ122,SZ,0,0,SMR122,SMR
1148,48.96,0.0,52.08,347b34cb,600012,5,35000,409,,B735,EK-SHC,1711214215,EVN,,,,0,0,,SHS
1179,35.21,0.0,44.75,347adfc4,89409E,167,35000,412,,A21N,A9C-NA,1711214216,DME,BAH,GF15,GF,0,64,GFA015,GFA
1187,36.32,0.0,3.76,347b67b4,0A007C,89,35000,502,,B738,7T-VCB,1711214217,ORN,ALG,SF1843,SF,0,0,DTH1843,DTH
1207,43.37,0.0,5.61,347b5996,096028,236,34975,386,,B38M,D4-CCJ,1711214217,BGY,SID,VR631,VR,0,0,TCV631,TCV
1218,53.27,0.0,-11.86,347b336d,398699,304,34975,334,,A21N,F-HBUZ,1711214216,ORY,EWR,B0300,B0,0,0,DJT300,DJT
1228,36.56,0.0,44.25,347b0f99,4B9C61,159,34950,422,,A321,TC-GCA,1711214216,IST,,B5555,B5,0,-64,BBT555,BBT
1242,45.01,0.0,7.8,347b3ad1,4C01EE,83,34650,514,,A320,YU-APO,1711214218,MAD,BEG,JU571,JU,0,1280,ASL84M,ASL
1257,51.06,0.0,3.64,347b04b7,46D1F9,299,34250,408,,C650,SX-TOY,1711214214,ATH,BQH,LLK601,LL,0,-1984,LLK601,LLK
1261,44.3,0.0,45.51,347b7026,155C2F,81,34200,447,,SU95,RA-89135,1711214216,MRV,CEE,D294,D2,0,1152,SSF94,SSF
1263,40.53,0.0,-7.72,347b5ded,AA9808,266,34125,478,,B788,N782AV,1711214218,MAD,BOG,AV11,AV,0,448,AVA011,AVA
1286,46.32,0.0,0.09,347b32ad,3C56A1,29,34000,450,,A321,D-AEUA,1711214217,CMN,FRA,LH8349,LH,0,0,GEC8349,GEC
1294,43.66,0.0,43.24,347aeb85,151E80,271,34000,452,,B739,RA-73344,1711214217,SCW,AER,EO460,EO,0,-64,KAR460,KAR
1296,38.16,436.6193919061258,47.96,347b6136,731A28,302,34000,386,,A320,EP-FQH,1711214216,IKA,EVN,QB2251,QB,0,0,QSM2251,QSM
1308,50.94,0.0,-3.56,347b50e3,0C802E,246,34000,415,,A343,PZ-TCW,1711214216,AMS,PBM,PY993,PY,0,0,SLM993,SLM
1312,41.99,0.0,8.39,347b4b5d,02A262,335,34000,416,,A320,TS-ITC,1711214216,TUN,ORY,TU724,TU,0,64,TAR724,TAR
1316,42.42,0.0,30.48,347a1f0d,39B221,276,34000,516,,B77L,F-HMRB,1711214210,HKG,CDG,2C611,2C,0,-64,CMA611,CMA
1322,42.2,0.0,31.08,347ae599,4D0115,286,34000,522,,B744,LX-ECV,1711214216,DWC,LUX,CV7205,CV,0,0,CLX7XM,CLX
1344,38.24,0.0,42.87,347b0875,150694,288,34000,375,,CRJ2,RA-67220,1711214217,DWC,,RFE9005,RF,0,192,RFE9005,PLG
1365,47.48,0.0,12.17,347aa1ee,4A1A61,298,34000,452,,B744,YR-FSA,1711214218,SHJ,BHX,NJ3319,NJ,0,0,RCR3319,RCR
1376,58.07,0.0,-14.89,347b2425,AAF968,277,34000,371,,A333,N806NW,1711214219,CDG,ATL,DL85,DL,0,0,DAL85,DAL
1377,49.26,0.0,16.95,347abd28,3C4588,307,34000,459,,B77L,D-AALH,1711214216,BAH,LEJ,3S539,3S,0,0,BOX539,BOX
1379,34.87,0.0,-9.94,347b4212,503CC0,36,34000,459,,B738,LY-LOC,1711214217,TFS,HAM,DI6449,DI,0,-64,MBU6449,KLJ
1395,42.54,215.23900062384902,15.93,347b2da7,4D2103,287,34000,391,,CRJ2,9H-JOY,1711214216,IST,PSA,,,0,128,AXY134J,AXY
1419,51.56,0.0,2.53,347a7dab,70C0F9,288,33725,380,,B789,A4O-SF,1711214217,MCT,LHR,WY101,WY,0,-2496,OMA101,OMA
1424,42.69,819.3917685906544,19.45,347b73b1,45203C,305,33550,414,,B733,LZ-BVL,1711214216,PRN,FMO,IV640,IV,0,1024,GPX640,BVL
1452,44.26,0.0,23.03,347b369e,5084D2,159,33000,463,,B753,UR-SLB,1711214217,WAW,RMF,QU2247,QU,0,0,UTN2247,UTN
1454,47.69,0.0,12.67,347b59d7,3009B3,128,33000,449,,E190,I-JENC,1711214217,FRA,GRZ,EN8064,EN,0,0,DLA57F,DLA
1499,41.94,0.0,36.64,347b474a,155BF6,43,33000,417,,SU95,RA-89078,1711214215,AYT,DME,IO1802,IO,0,0,IAE1802,IAE
0,40.53,2686.645538125427,47.58,347ade9a,4B17DD,85,45000,512,,GLF5,HB-JAZ,1711215118,GVA,ALA,PP550,PP,0,-128,PJS550,PJS
3,39.39,881.6688141729392,-4.35,347b2a2e,44A0C8,213,43000,397,,C56X,OO-HFH,1711215118,RTM,XRY,,,0,-64,OOHFH,BNJ
5,43.67,1606.2085148369215,42.93,347b296b,142AFC,271,43000,453,,GLF4,RA-11044,1711215117,GOJ,,MMM9632,MM,0,64,MMM9632,MMM
6,46.93,953.3820639704511,6.27,347b6516,44C9EB,357,43000,421,,C25C,OO-ROK,1711215118,CEQ,,,,0,0,AAB39R,AAB
7,40.87,907.2488391264857,-10.99,347b05d9,06A1D3,273,43000,510,,GLF6,A7-CGO,1711215115,MAD,NAS,QE248,QE,0,0,QQE248,QQE
13,44.45,1138.5206908344153,-4.01,347b4813,4CADA0,172,41000,460,,C56X,EJ-PRLN,1711215117,DUB,AGP,SON5,SO,0,0,SON005,SON
18,40.85,406.2628544128581,-3.04,347b2748,3CF571,211,41000,378,,C25B,D-CUGF,1711215116,PAD,AGP,,,0,64,ATL6U,ATL
25,62.49,0.0,7.72,347b7185,478DF2,29,41000,458,,E290,LN-WEB,1711215116,BGO,TOS,WF628,WF,0,-64,WIF8T,WIF
29,48.29,1197.9539813471254,45.1,347afa46,151F37,330,41000,465,,GLEX,RA-73527,1711215116,AZI,VKO,RSJ9627,RS,0,64,RSJ9627,RSJ
30,39.2,1075.1907492467014,40.67,347af544,732541,108,41000,505,,A332,EP-IJA,1711215117,FRA,IKA,IR720,IR,0,0,IRA720,IRA
37,64.5,1188.8480533217512,21.2,347b6874,4ACAC2,198,40025,357,,PC24,SE-RVB,1711215116,LLA,ARN,,,0,640,SWE25V,SWE
49,34.1,0.0,30.91,347ad926,04016C,358,40000,459,,B38M,ET-AWI,1711215117,ADD,IST,ET722,ET,0,0,ETH722,ETH
65,41.11,0.0,28.87,347a1bba,71C362,262,40000,516,,A359,HL8362,1711215117,ICN,FCO,OZ561,OZ,0,0,AAR561,AAR
81,47.25,0.0,18.26,347b2e9a,4A0664,119,39025,462,,A318,YR-ASD,1711215116,LHR,OTP,RO392,RO,0,-128,ROT392,ROT
